time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-06-02T21:05:57.246Z,16.8319,-99.7752,36.99,4.7,mb,97,158,1.789,1.19,us,us7000hehd,2022-08-06T22:13:21.040Z,"0 km NE of Tres Palos, Mexico",earthquake,6.4,7.9,0.028,398,reviewed,us,us
2022-06-01T15:46:10.839Z,31.71526584,-104.5509138,6.157275391,4.6,ml,45,90,0.0489270088,0.3,tx,tx2022krce,2022-08-06T22:13:13.040Z,"53 km SSW of Whites City, New Mexico",earthquake,1.554475743,0.9872530857,0.1,25,reviewed,tx,tx
2022-05-29T12:03:29.665Z,14.4778,-92.8792,46.9,4.9,mb,171,160,3.059,0.65,us,us7000hdfk,2022-08-06T22:13:04.040Z,"56 km WSW of Puerto Madero, Mexico",earthquake,8.1,7.1,0.022,627,reviewed,us,us
2022-05-29T10:45:16.854Z,18.6636,-102.6069,77.82,4.5,mb,143,147,1.63,0.65,us,us7000hdfa,2022-08-06T22:13:03.040Z,"20 km ESE of Aguililla, Mexico",earthquake,8.4,6.3,0.028,381,reviewed,us,us
2022-05-25T21:43:01.068Z,16.1693,-95.9576,34,5.5,mww,241,72,1.156,0.81,us,us7000hcir,2022-08-02T19:50:51.040Z,"12 km WNW of Santa María Zapotitlán, Mexico",earthquake,4.5,1.8,0.047,44,reviewed,us,us
2022-05-18T19:52:42.201Z,15.2105,-94.5643,35.59,4.6,mb,93,129,1.387,0.99,us,us6000hm3z,2022-07-24T02:39:59.040Z,"113 km S of San Francisco del Mar Viejo, Mexico",earthquake,5.3,5.7,0.04,182,reviewed,us,us
2022-05-09T13:00:24.868Z,14.0074,-91.4465,68.33,4.6,mb,68,137,1.373,0.76,us,us7000h83m,2022-07-22T18:31:08.040Z,"26 km SW of Nueva Concepción, Guatemala",earthquake,7.6,5.9,0.044,156,reviewed,us,us
2022-05-07T01:17:54.939Z,14.1054,-91.2785,84.11,4.7,mb,86,136,1.191,1.22,us,us7000h7p6,2022-07-22T18:31:04.040Z,"10 km SSE of Nueva Concepción, Guatemala",earthquake,5.9,5.1,0.027,418,reviewed,us,us
2022-05-06T16:51:07.328Z,13.7073,-92.8103,10,4.9,mb,49,183,2.641,0.77,us,us7000h7l0,2022-07-09T21:40:07.040Z,"111 km SW of Ocós, Guatemala",earthquake,8.3,1.9,0.032,301,reviewed,us,us
2022-05-03T16:58:43.723Z,17.6626,-106.1375,10,4.6,mb,116,179,5.056,0.61,us,us7000h6u1,2022-07-09T21:39:55.040Z,"227 km SSW of Emiliano Zapata, Mexico",earthquake,10.4,1.9,0.035,245,reviewed,us,us
2022-04-27T11:01:30.546Z,15.8426,-96.6037,15.72,4.8,mww,191,180,0.482,0.74,us,us6000hgnw,2022-07-05T03:41:19.040Z,"1 km WNW of San José Piedras Negras, Mexico",earthquake,6.6,5.3,0.069,20,reviewed,us,us
2022-04-20T19:01:50.333Z,19.072,-107.9696,10,4.8,mb,,103,3.221,0.99,us,us6000hf2y,2022-06-26T01:20:11.040Z,"283 km WSW of La Cruz de Loreto, Mexico",earthquake,5.3,1.8,0.03,334,reviewed,us,us
2022-04-19T18:51:28.663Z,16.8147,-95.1942,98.97,4.5,mb,,82,0.404,0.91,us,us6000hfmg,2022-06-26T01:19:48.040Z,"5 km W of Santo Domingo Petapa, Mexico",earthquake,4.7,6.3,0.054,104,reviewed,us,us
2022-04-19T12:44:08.076Z,17.8597,-101.864,17.55,5,mww,,119,1.502,0.66,us,us7000h3bw,2022-06-26T01:19:42.040Z,"15 km SSW of La Unión, Mexico",earthquake,4.6,3.9,0.058,29,reviewed,us,us
2022-04-18T12:27:27.035Z,17.9769,-100.3318,52.59,4.5,mb,,64,0.302,0.64,us,us7000h329,2022-06-26T01:19:12.040Z,"16 km S of El Terrero, Mexico",earthquake,3.8,6.4,0.031,299,reviewed,us,us
2022-04-17T19:31:49.719Z,16.5144,-95.1378,23.43,4.6,mb,,96,1.241,1,us,us7000h2y1,2022-06-26T01:18:58.040Z,"Oaxaca, Mexico",earthquake,4,5.6,0.036,224,reviewed,us,us
2022-04-15T04:30:55.980Z,31.9305,-116.8925,14.51,4.54,mw,27,234,0.2038,0.23,ci,ci40236864,2022-12-01T15:47:50.384Z,"20km W of El Sauzal, B.C., MX",earthquake,0.8,1.06,,6,reviewed,ci,ci
2022-04-06T05:20:34.850Z,16.6406,-99.2324,10,4.6,mb,,179,0.551,1.42,us,us7000h033,2022-06-11T20:21:07.040Z,"near the coast of Guerrero, Mexico",earthquake,4,1.9,0.036,229,reviewed,us,us
2022-04-05T05:26:58.609Z,19.3351,-100.6554,4.06,4.5,mb,,104,0.622,0.71,us,us7000gzsa,2022-06-11T20:21:05.040Z,"17 km NNW of Tuzantla, Mexico",earthquake,7.3,4.8,0.033,265,reviewed,us,us
2022-04-03T23:15:28.592Z,13.938,-92.5124,10,4.6,mb,,147,2.653,0.75,us,us7000gzgk,2022-08-06T07:19:37.208Z,"72 km SSW of Ocós, Guatemala",earthquake,8.5,1.9,0.03,321,reviewed,us,us
2022-03-30T16:00:58.820Z,13.9532,-91.936,22.76,5.3,mww,,94,1.449,0.98,us,us7000gyfc,2022-06-04T20:42:24.040Z,"37 km S of Champerico, Guatemala",earthquake,7.1,3.1,0.044,50,reviewed,us,us
2022-03-29T17:13:07.966Z,15.2452,-104.3584,10,5.5,mww,,96,5.299,0.75,us,us7000gy5q,2022-06-04T20:42:19.040Z,"off the coast of Michoacan, Mexico",earthquake,8.9,1.8,0.046,46,reviewed,us,us
2022-03-28T18:43:40.527Z,17.1736,-84.6312,10,5.4,mww,,38,3.334,0.78,us,us7000gxwl,2022-06-04T20:42:14.040Z,"152 km ENE of Savannah Bight, Honduras",earthquake,6.5,1.8,0.038,65,reviewed,us,us
2022-03-25T03:01:58.874Z,31.66909306,-104.4204226,6.799975586,4.6,ml,65,61,0.06850042547,0.2,tx,tx2022fvwu,2022-05-28T18:35:35.040Z,"56 km S of Whites City, New Mexico",earthquake,0.892216658,1.01192887,0.2,38,reviewed,tx,tx
2022-03-24T19:45:19.432Z,14.5722,-93.7464,10,4.5,mb,,162,1.235,0.53,us,us7000gwz6,2022-05-28T18:35:34.040Z,"115 km SSW of La Esperanza (El Zapotal), Mexico",earthquake,6.4,1.9,0.048,130,reviewed,us,us
2022-03-24T12:25:19.952Z,15.5116,-94.6733,35,4.6,mb,,93,1.583,0.73,us,us7000gwvj,2022-05-28T18:35:32.040Z,"79 km S of San Francisco del Mar Viejo, Mexico",earthquake,6.6,1.9,0.041,182,reviewed,us,us
2022-03-22T18:01:02.332Z,14.3494,-93.8074,10.31,4.7,mb,,163,1.462,0.76,us,us6000h6p7,2022-05-28T18:35:25.040Z,"139 km SSW of La Esperanza (El Zapotal), Mexico",earthquake,7.8,6.1,0.059,88,reviewed,us,us
2022-03-21T11:32:07.031Z,15.1847,-91.6407,173.5,4.8,mb,,153,1.19,0.7,us,us6000h6dj,2022-05-28T18:35:22.040Z,"3 km SSW of Sipacapa, Guatemala",earthquake,12.1,8.3,0.031,328,reviewed,us,us
2022-03-14T08:41:07.755Z,18.319,-102.4837,50.94,4.8,mb,,134,0.819,1.03,us,us6000h4dk,2022-05-27T14:55:23.040Z,"20 km WSW of Arteaga, Mexico",earthquake,4.7,6.7,0.026,474,reviewed,us,us
2022-03-13T16:47:27.499Z,17.153,-84.9989,10,4.6,mb,,47,3.423,0.46,us,us6000h472,2022-05-27T14:55:21.040Z,"north of Honduras",earthquake,7.2,1.9,0.045,151,reviewed,us,us
2022-03-13T00:01:41.744Z,15.1816,-93.8586,49.81,5.3,mww,,63,1.986,0.72,us,us6000h43k,2022-05-27T14:55:20.040Z,"75 km SSW of Manuel Ávila Camacho (Ponte Duro), Mexico",earthquake,6.3,4,0.06,27,reviewed,us,us
2022-03-10T19:34:20.390Z,14.4225,-93.0114,22.82,5.1,mww,,81,2.032,1.01,us,us6000h3ms,2022-05-14T21:52:30.040Z,"71 km WSW of Puerto Madero, Mexico",earthquake,5.8,3.7,0.047,43,reviewed,us,us
2022-03-06T03:29:20.344Z,16.9112,-95.2004,94.63,5.5,mww,,72,0.351,0.94,us,us6000h2h0,2022-05-14T21:52:18.040Z,"3 km S of Zacatal, Mexico",earthquake,4.9,3.5,0.033,86,reviewed,us,us
2022-03-03T14:40:33.040Z,18.2008,-95.4044,109.88,5.7,mww,,67,3.077,1.04,us,us6000h1qa,2022-05-07T21:32:46.040Z,"Veracruz, Mexico",earthquake,7.5,3,0.032,96,reviewed,us,us
2022-03-01T19:35:46.624Z,16.2753,-96.3774,40.18,5.3,mww,,75,1.645,0.91,us,us6000h179,2022-05-07T21:32:41.040Z,"5 km SE of San Cristóbal Amatlán, Mexico",earthquake,7.1,4.9,0.098,10,reviewed,us,us
2022-02-17T07:12:00.144Z,15.438,-95.1154,19.95,4.6,mb,,168,1.011,0.77,us,us6000h1h8,2022-04-30T14:18:22.040Z,"75 km SSE of El Carrizal, Mexico",earthquake,5.4,6.4,0.387,3,reviewed,us,us
2022-02-16T07:50:14.394Z,14.1463,-91.4233,73.24,4.5,mb,,136,0.921,0.96,us,us7000gla0,2022-04-30T14:18:18.040Z,"14 km WSW of Nueva Concepción, Guatemala",earthquake,5.5,5.8,0.05,118,reviewed,us,us
2022-02-16T07:12:22.847Z,14.1476,-91.3982,60,6.2,mww,,32,1.129,1.11,us,us7000gl8w,2022-11-12T05:29:59.830Z,"12 km WSW of Nueva Concepción, Guatemala",earthquake,6.5,1.8,0.033,86,reviewed,us,us
2022-02-15T05:01:51.757Z,14.2704,-93.1369,10,4.6,mb,,124,3.277,0.6,us,us7000gkzc,2022-04-30T14:18:14.040Z,"91 km WSW of Puerto Madero, Mexico",earthquake,8.3,1.9,0.054,102,reviewed,us,us
2022-02-13T04:43:34.127Z,13.9622,-91.807,34.92,4.8,mb,,97,1.039,1.08,us,us7000gkfd,2022-08-06T10:49:40.237Z,"38 km SSE of Champerico, Guatemala",earthquake,6,4.6,0.024,518,reviewed,us,us
2022-02-06T03:51:17.967Z,13.8159,-92.3328,10,4.6,mb,,162,1.087,1.09,us,us7000gicq,2022-04-19T17:38:42.040Z,"69 km SW of Champerico, Guatemala",earthquake,4.5,1.9,0.032,288,reviewed,us,us
2022-02-02T22:13:42.061Z,13.919,-92.3862,30.14,4.8,mb,,91,0.989,1.04,us,us7000ghg0,2022-04-15T17:57:14.040Z,"Near the coast of Guatemala",earthquake,6,4.4,0.042,175,reviewed,us,us
2022-02-02T11:42:14.697Z,14.2636,-93.4649,10,5.1,mww,,132,1.326,0.66,us,us7000ghac,2022-04-15T17:57:13.040Z,"123 km WSW of Puerto Madero, Mexico",earthquake,6.1,1.9,0.042,54,reviewed,us,us
2022-01-30T22:01:09.778Z,16.8122,-86.1364,10,4.5,mb,,49,2.95,0.56,us,us7000gggu,2022-04-15T17:57:06.040Z,"47 km NNW of Guanaja, Honduras",earthquake,7.3,1.9,0.04,183,reviewed,us,us
2022-01-21T21:26:35.964Z,26.7675,-110.8671,10,5.3,mww,,110,3.773,0.89,us,us7000ge0y,2022-04-01T17:40:27.040Z,"76 km SSW of Bahía de Lobos, Mexico",earthquake,6.9,1.9,0.039,63,reviewed,us,us
2022-01-20T19:09:08.021Z,15.5954,-94.9897,18.54,5,mww,,97,2.145,0.9,us,us7000gdm7,2022-04-01T17:40:23.040Z,"67 km SE of El Carrizal, Mexico",earthquake,6.8,4.5,0.068,21,reviewed,us,us
2022-01-18T03:09:02.081Z,15.3772,-95.6937,10,4.6,mb,,131,0.558,0.76,us,us7000gcsa,2022-04-01T17:40:15.040Z,"60 km SSE of El Coyul, Mexico",earthquake,4.5,1.9,0.044,154,reviewed,us,us
2022-01-16T23:31:09.674Z,15.92,-95.8059,35,5.3,mww,,79,0.327,1.01,us,us7000gcj6,2022-04-01T17:40:14.040Z,"0 km NE of El Coyul, Mexico",earthquake,4.7,1.9,0.06,27,reviewed,us,us
2022-01-11T10:47:50.327Z,24.7597,-109.3479,10,4.5,mb,,157,0.882,0.69,us,us7000gave,2022-03-19T22:07:41.040Z,"97 km SSW of Topolobampo, Mexico",earthquake,6.2,1.9,0.048,129,reviewed,us,us
2022-01-09T00:11:22.647Z,24.7518,-109.1019,10,4.7,mb,,106,0.846,0.89,us,us7000ga9j,2022-08-06T14:48:14.312Z,"90 km SSW of El Huitusi, Mexico",earthquake,6.1,1.8,0.055,100,reviewed,us,us
2022-01-06T21:44:49.460Z,15.6782,-93.3823,97.27,4.5,mb,,142,0.159,0.85,us,us7000g9qx,2022-03-12T22:19:13.040Z,"7 km SSW of San Isidro, Mexico",earthquake,6.2,7.1,0.042,170,reviewed,us,us
