time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-07-20T23:50:31.173Z,37.5165,142.0377,36.628,4.5,mb,82,133,3.214,0.6,us,us7000hs9t,2022-09-27T16:57:10.040Z,"91 km E of Namie, Japan",earthquake,6.42,6.928,0.078,48,reviewed,us,us
2022-07-17T16:15:43.162Z,33.1012,141.9984,10,4.6,mb,50,113,1.833,0.68,us,us6000i39x,2022-09-27T16:56:57.040Z,"274 km SE of Katsuura, Japan",earthquake,8.7,1.8,0.079,48,reviewed,us,us
2022-07-16T01:58:53.673Z,36.185,140.8905,80.29,4.5,mb,25,157,2.193,1,us,us7000htcb,2022-09-27T16:57:16.040Z,"31 km ESE of ?arai, Japan",earthquake,4.5,11.2,0.192,9,reviewed,us,us
2022-07-14T02:56:32.250Z,42.7894,141.2371,138.15,4.5,mb,54,67,1.619,0.53,us,us6000i2ad,2022-09-24T21:25:42.040Z,"Hokkaido, Japan region",earthquake,4.7,8.2,0.094,33,reviewed,us,us
2022-07-12T03:08:55.527Z,33.2098,141.8283,10,4.7,mb,72,88,1.692,0.49,us,us6000i1qp,2022-09-24T21:25:53.040Z,"256 km SSE of Katsuura, Japan",earthquake,7.5,1.8,0.045,147,reviewed,us,us
2022-07-09T01:12:05.801Z,37.1495,141.2298,45.04,4.8,mb,45,128,2.498,0.35,us,us6000i13v,2022-09-24T21:26:10.040Z,"32 km ENE of Iwaki, Japan",earthquake,9.16,6.476,0.127,20,reviewed,us,us
2022-07-07T10:33:19.889Z,33.9518,141.6333,10,4.5,mb,46,90,1.733,1.38,us,us6000i23q,2022-09-13T06:26:08.040Z,"off the east coast of Honshu, Japan",earthquake,7.1,1.5,0.115,22,reviewed,us,us
2022-07-07T08:03:03.072Z,37.7783,141.514,68.774,4.5,mb,86,64,2.914,0.41,us,us6000i0h8,2022-09-13T06:23:25.040Z,"",earthquake,8.6,5.939,0.06,82,reviewed,us,us
2022-07-06T04:02:10.895Z,41.5698,141.8998,56.95,4.6,mb,75,124,1.002,0.68,us,us6000i06x,2022-09-13T06:22:55.040Z,"65 km ENE of Mutsu, Japan",earthquake,5.5,6.2,0.044,152,reviewed,us,us
2022-07-05T22:57:37.361Z,33.1747,141.985,10,4.8,mb,119,115,1.822,0.38,us,us6000i054,2022-09-13T06:22:47.040Z,"267 km SE of Katsuura, Japan",earthquake,9.2,1.853,0.036,235,reviewed,us,us
2022-07-05T22:20:57.717Z,33.21,142.0025,10,4.9,mb,107,98,1.838,0.6,us,us6000i04v,2022-09-13T06:22:46.040Z,"265 km SE of Katsuura, Japan",earthquake,5.91,1.805,0.035,254,reviewed,us,us
2022-07-05T20:10:25.994Z,38.4394,142.0322,73.636,5.3,mww,250,24,2.463,0.78,us,us6000i03g,2022-09-13T06:22:45.040Z,"63 km E of Ishinomaki, Japan",earthquake,6.2,4.203,0.061,26,reviewed,us,us
2022-07-05T08:52:41.082Z,42.317,142.9476,60.633,4.7,mb,124,96,0.34,0.49,us,us6000hzyq,2022-09-13T06:22:32.040Z,"47 km E of Shizunai-furukawach?, Japan",earthquake,6.76,4.616,0.029,352,reviewed,us,us
2022-07-05T00:51:18.549Z,34.319,139.9896,93.895,4.6,mb,80,126,1.209,0.63,us,us6000hzwc,2022-09-13T06:22:19.040Z,"74 km S of Tateyama, Japan",earthquake,6.72,5.736,0.038,204,reviewed,us,us
2022-07-02T18:49:57.393Z,33.0879,142.0649,10,4.9,mb,122,57,1.89,0.69,us,us6000hzfe,2022-09-13T06:21:09.040Z,"279 km SE of Katsuura, Japan",earthquake,7.24,1.803,0.031,335,reviewed,us,us
2022-07-02T12:53:31.403Z,33.1734,141.9893,10,4.9,mb,135,88,1.826,0.39,us,us6000hzdw,2022-09-13T06:20:57.040Z,"267 km SE of Katsuura, Japan",earthquake,5.8,1.8,0.029,389,reviewed,us,us
2022-06-27T20:03:04.100Z,38.5364,142.1554,45.77,4.9,mb,93,121,2.402,0.65,us,us7000hknv,2022-09-03T21:03:43.040Z,"70 km SSE of ?funato, Japan",earthquake,3.5,6,0.037,227,reviewed,us,us
2022-06-26T21:34:35.591Z,31.1122,130.3702,156.026,4.5,mb,74,61,0.402,0.68,us,us7000hkg0,2022-09-03T21:03:42.040Z,"17 km SSE of Makurazaki, Japan",earthquake,7.27,4.847,0.048,129,reviewed,us,us
2022-06-26T12:44:48.956Z,32.5304,130.6201,10,4.6,mb,71,92,1.028,0.35,us,us7000hkdf,2022-09-03T21:03:40.040Z,"3.5 km NE of Honmachi, Japan",earthquake,5.1,1,0.059,86,reviewed,us,us
2022-06-24T00:26:46.759Z,33.097,141.9594,10,4.6,mb,22,123,1.8,0.19,us,us6000hyki,2022-08-28T03:20:48.040Z,"273 km SSE of Katsuura, Japan",earthquake,6.5,1.9,0.157,12,reviewed,us,us
2022-06-20T01:31:33.148Z,37.4849,137.3302,5.71,4.9,mww,130,85,1.169,0.62,us,us7000himd,2022-08-28T03:19:03.040Z,"58 km NE of Nanao, Japan",earthquake,5.6,3.6,0.089,12,reviewed,us,us
2022-06-19T09:27:56.509Z,36.9103,140.4119,88.03,4.6,mb,108,103,1.807,0.42,us,us7000hiig,2022-08-28T03:18:41.040Z,"16 km NNE of Daigo, Japan",earthquake,7,5.8,0.034,253,reviewed,us,us
2022-06-19T06:08:06.557Z,37.5046,137.3115,10,5.1,mww,158,89,1.194,0.37,us,us7000hihq,2022-08-28T03:18:38.040Z,"58 km NNE of Nanao, Japan",earthquake,5.3,1.8,0.052,36,reviewed,us,us
2022-06-17T14:35:38.061Z,37.6167,141.6997,54.41,4.9,mb,147,105,2.99,0.4,us,us7000hi4y,2022-08-21T00:18:17.040Z,"63 km ENE of Namie, Japan",earthquake,6.6,5.8,0.03,346,reviewed,us,us
2022-06-16T15:51:26.150Z,33.9496,134.5716,39.75,4.9,mww,153,25,0.618,0.62,us,us7000hhvk,2022-08-21T00:17:56.040Z,"5 km S of Komatsushimach?, Japan",earthquake,5.3,1.5,0.06,27,reviewed,us,us
2022-06-14T02:17:49.692Z,33.3019,142.2502,10,4.5,mb,56,114,4.633,0.63,us,us7000hh7v,2022-08-21T00:16:59.040Z,"271 km SE of Katsuura, Japan",earthquake,10.6,1.8,0.099,30,reviewed,us,us
2022-06-12T12:45:50.153Z,37.5773,141.8137,44.362,4.9,mww,140,94,3.063,0.72,us,us7000hgx3,2022-08-21T00:16:26.040Z,"72 km E of Namie, Japan",earthquake,6.99,6.545,0.075,17,reviewed,us,us
2022-06-10T02:14:06.049Z,41.8708,142.2015,65.23,4.9,mwr,111,97,0.727,0.76,us,us7000hgct,2022-08-13T21:52:20.040Z,"53 km SSW of Shizunai-furukawach?, Japan",earthquake,5.1,3.3,0.069,20,reviewed,us,us
2022-06-09T00:27:33.841Z,40.3363,143.4936,15.5,4.5,mb,56,154,1.696,0.52,us,us7000hg27,2022-08-13T21:51:44.040Z,"153 km ENE of Miyako, Japan",earthquake,7.2,6,0.09,36,reviewed,us,us
2022-06-08T17:26:54.619Z,38.5617,141.9149,56.51,4.7,mb,106,117,2.319,0.93,us,us7000hfyp,2022-08-13T21:52:01.040Z,"56 km ENE of Ishinomaki, Japan",earthquake,7.6,5.5,0.052,110,reviewed,us,us
2022-06-05T10:33:22.554Z,34.3911,141.697,10,4.5,mb,52,114,2.02,0.5,us,us7000hf4r,2022-08-13T21:51:32.040Z,"151 km SE of Katsuura, Japan",earthquake,6.9,1.6,0.097,31,reviewed,us,us
2022-06-04T18:48:42.245Z,32.891,140.6534,65.71,4.6,mb,113,113,0.74,0.73,us,us7000hf0c,2022-08-13T21:53:04.040Z,"243 km SSE of Tateyama, Japan",earthquake,7.2,4.7,0.048,139,reviewed,us,us
2022-06-01T19:42:55.548Z,35.9767,140.1679,63.76,4.5,mb,97,123,1.68,1.02,us,us7000he6c,2022-08-06T22:13:14.040Z,"3 km ENE of Ushiku, Japan",earthquake,6.5,6.7,0.052,109,reviewed,us,us
2022-06-01T01:19:43.918Z,42.5923,142.1411,94.5,4.5,mb,95,72,0.949,0.61,us,us7000hdzi,2022-08-09T06:55:48.985Z,"34 km NNW of Shizunai-furukawach?, Japan",earthquake,4.3,6.7,0.065,69,reviewed,us,us
2022-05-29T06:55:23.553Z,36.2785,140.9733,43.32,5.1,mww,165,49,2.245,0.53,us,us7000hddw,2022-08-06T22:13:03.040Z,"35 km E of ?arai, Japan",earthquake,6.8,6.6,0.08,15,reviewed,us,us
2022-05-28T10:05:49.699Z,33.0148,141.455,10,4.6,mb,93,117,1.381,0.48,us,us7000hd93,2022-08-06T22:13:00.040Z,"258 km SSE of Katsuura, Japan",earthquake,6.2,1.8,0.065,77,reviewed,us,us
2022-05-28T08:07:11.887Z,33.093,141.5392,10,4.7,mb,72,107,1.448,0.48,us,us7000hd8h,2022-08-06T22:13:00.040Z,"254 km SSE of Katsuura, Japan",earthquake,8.7,1.9,0.077,51,reviewed,us,us
2022-05-27T08:59:34.208Z,37.8102,141.7438,51.86,4.8,mb,99,122,3.021,0.87,us,us7000hd0b,2022-08-02T19:50:57.040Z,"75 km ENE of Namie, Japan",earthquake,7.5,4.8,0.068,71,reviewed,us,us
2022-05-23T02:01:05.931Z,41.2357,143.0991,34,5.5,mww,182,95,0.779,0.72,us,us6000hn6m,2022-08-02T19:50:42.040Z,"136 km SSE of Shizunai-furukawach?, Japan",earthquake,5.8,1.8,0.051,37,reviewed,us,us
2022-05-22T17:20:14.863Z,33.1855,141.3712,19.15,4.9,mb,81,75,1.308,0.79,us,us6000hn50,2022-08-02T19:50:41.040Z,"238 km SSE of Katsuura, Japan",earthquake,8.5,4,0.038,216,reviewed,us,us
2022-05-22T16:57:21.872Z,33.3529,141.4634,10,5,mb,102,84,1.402,0.69,us,us6000hn4w,2022-08-02T19:50:41.040Z,"225 km SSE of Katsuura, Japan",earthquake,8,1.8,0.045,162,reviewed,us,us
2022-05-22T16:46:22.285Z,33.1459,141.5054,10,4.5,mb,56,127,1.419,0.77,us,us6000hn4t,2022-08-02T19:50:41.040Z,"247 km SSE of Katsuura, Japan",earthquake,9,1.8,0.06,82,reviewed,us,us
2022-05-22T15:17:31.327Z,33.2279,141.4121,12,6,mww,126,52,1.345,0.63,us,us6000hn4d,2022-08-02T19:50:40.040Z,"235 km SSE of Katsuura, Japan",earthquake,7,1.8,0.042,55,reviewed,us,us
2022-05-22T12:22:15.701Z,42.1731,143.0171,50.93,4.7,mb,153,88,0.189,0.5,us,us6000hn3v,2022-08-02T19:50:40.040Z,"56 km ESE of Shizunai-furukawach?, Japan",earthquake,7,5.1,0.031,320,reviewed,us,us
2022-05-22T03:24:11.946Z,36.8145,141.3127,10.33,5.4,mww,98,120,1.707,0.83,us,us6000hn0i,2022-08-02T19:50:39.040Z,"46 km SE of Iwaki, Japan",earthquake,6.8,1.5,0.055,32,reviewed,us,us
2022-05-19T11:15:06.761Z,33.3224,141.4685,10,4.9,mb,91,55,1.402,0.79,us,us6000hmaz,2022-07-24T02:40:17.040Z,"228 km SSE of Katsuura, Japan",earthquake,6.3,1.8,0.037,230,reviewed,us,us
2022-05-19T10:36:46.656Z,33.1419,141.3534,10,4.6,mb,41,105,1.292,1.39,us,us7000hcfm,2022-07-24T02:40:16.040Z,"242 km SSE of Katsuura, Japan",earthquake,7,1.8,0.193,12,reviewed,us,us
2022-05-19T00:14:53.410Z,33.1315,141.4023,10,4.5,mb,64,105,1.333,0.64,us,us6000hm5w,2022-07-24T02:40:02.040Z,"244 km SSE of Katsuura, Japan",earthquake,8.2,1.8,0.083,42,reviewed,us,us
2022-05-18T03:52:25.111Z,33.3301,141.4573,13,5.6,mww,124,39,1.394,0.52,us,us6000hlxg,2022-07-24T02:39:45.040Z,"227 km SSE of Katsuura, Japan",earthquake,6.1,1.4,0.062,25,reviewed,us,us
2022-05-17T21:17:18.206Z,41.0061,143.0857,25.05,5.2,mww,167,88,1.009,0.68,us,us6000hlvf,2022-07-24T02:39:36.040Z,"145 km ENE of Hachinohe, Japan",earthquake,7.5,3.9,0.089,12,reviewed,us,us
2022-05-17T13:17:52.144Z,33.3872,141.5114,13,5.5,mww,118,83,1.448,0.4,us,us6000hlry,2022-07-24T02:39:29.040Z,"224 km SSE of Katsuura, Japan",earthquake,6.4,3.3,0.049,40,reviewed,us,us
2022-05-17T07:19:59.078Z,33.2921,141.4124,10,5.2,mww,104,47,1.351,0.92,us,us6000hlqp,2022-07-24T02:39:25.040Z,"229 km SSE of Katsuura, Japan",earthquake,7.2,1.8,0.071,19,reviewed,us,us
2022-05-17T06:04:53.424Z,33.3852,141.6529,10,5.5,mww,158,62,1.564,0.69,us,us6000hlq7,2022-07-24T02:39:22.040Z,"230 km SSE of Katsuura, Japan",earthquake,3.5,1.8,0.057,30,reviewed,us,us
2022-05-14T10:48:33.855Z,34.6134,140.507,82.01,4.6,mb,90,106,1.601,0.61,us,us6000hl3i,2022-07-24T02:38:28.040Z,"61 km SSE of Katsuura, Japan",earthquake,2.5,6.3,0.035,250,reviewed,us,us
2022-05-13T15:47:26.527Z,40.1578,142.7327,40.63,4.6,mb,64,132,1.42,0.65,us,us6000hkxr,2022-07-22T18:30:56.040Z,"88 km NE of Miyako, Japan",earthquake,7.5,6.8,0.045,148,reviewed,us,us
2022-05-11T05:27:39.573Z,38.6028,142.344,41.6,4.6,mb,63,122,2.396,0.92,us,us7000h8ip,2022-08-09T06:42:18.926Z,"78 km SE of Ofunato, Japan",earthquake,7.4,6.4,0.066,68,reviewed,us,us
2022-05-09T08:33:07.436Z,34.534,136.895,328.96,5.3,mww,189,24,0.821,0.49,us,us7000h82x,2022-07-22T18:31:08.040Z,"7 km NE of Toba, Japan",earthquake,7,4.7,0.089,12,reviewed,us,us
2022-05-05T09:42:03.414Z,36.1599,139.7938,65.13,5,mb,119,51,1.334,0.69,us,us7000h78s,2022-07-09T21:40:03.040Z,"6 km N of Sakai, Japan",earthquake,6.2,5,0.028,405,reviewed,us,us
2022-05-03T10:39:57.036Z,35.6215,139.4607,134.53,4.8,mb,147,97,1.367,0.38,us,us7000h6sf,2022-07-09T21:39:54.040Z,"7 km SE of Hino, Japan",earthquake,6.9,5.4,0.028,387,reviewed,us,us
2022-05-02T07:08:13.847Z,31.6372,131.7001,28.01,5.1,mww,183,67,1.072,0.39,us,us7000h6bp,2022-07-09T21:39:49.040Z,"31 km E of Nichinan, Japan",earthquake,6.5,2.7,0.093,11,reviewed,us,us
2022-05-02T03:23:58.695Z,31.4164,138.7043,10,4.9,mb,138,115,1.928,0.88,us,us7000h6ay,2022-07-09T21:39:49.040Z,"Izu Islands, Japan region",earthquake,7.4,1.8,0.05,127,reviewed,us,us
2022-05-02T03:14:28.349Z,31.3688,138.7451,10,5.3,mww,103,69,1.954,0.91,us,us7000h6as,2022-07-09T21:39:49.040Z,"Izu Islands, Japan region",earthquake,6,1.8,0.066,22,reviewed,us,us
2022-05-01T21:38:11.141Z,31.4891,138.8423,10,4.5,mb,51,102,1.81,0.85,us,us7000h698,2022-07-09T21:39:48.040Z,"Izu Islands, Japan region",earthquake,5.2,1.9,0.115,22,reviewed,us,us
2022-04-29T11:23:11.615Z,31.1606,130.3699,158.52,4.5,mb,82,114,0.354,0.44,us,us7000h5ts,2022-07-05T03:41:57.040Z,"12 km SSE of Makurazaki, Japan",earthquake,8.2,4.8,0.067,65,reviewed,us,us
2022-04-28T10:03:21.963Z,41.1849,142.3054,58.42,4.7,mb,92,80,1.018,0.94,us,us7000h5l9,2022-07-05T03:41:42.040Z,"91 km E of Mutsu, Japan",earthquake,8,5.4,0.035,251,reviewed,us,us
2022-04-27T00:12:49.235Z,35.1803,140.435,88.35,4.6,mb,76,119,1.917,0.68,us,us6000hgkb,2022-07-05T03:41:11.040Z,"8 km SSE of ?hara, Japan",earthquake,6.7,4.9,0.052,112,reviewed,us,us
2022-04-24T08:16:13.098Z,41.7585,143.7955,36.44,5.2,mww,152,60,0.541,0.36,us,us6000hg0m,2022-07-05T03:40:04.040Z,"134 km ESE of Shizunai-furukawach?, Japan",earthquake,6.2,6.4,0.089,12,reviewed,us,us
2022-04-18T23:16:00.135Z,36.9242,140.3142,94.75,5.3,mww,,37,1.733,0.6,us,us7000h36f,2022-06-26T01:19:21.040Z,"17 km N of Daigo, Japan",earthquake,6.3,4.1,0.068,21,reviewed,us,us
2022-04-17T16:08:03.029Z,31.1726,142.4287,10,4.5,mb,,99,2.944,0.51,us,us7000h2x7,2022-06-26T01:18:55.040Z,"Izu Islands, Japan region",earthquake,10.6,1.9,0.076,52,reviewed,us,us
2022-04-14T18:25:31.174Z,37.1773,141.0048,68.07,4.5,mb,,128,2.33,0.53,us,us7000h2bg,2022-06-20T22:08:25.040Z,"17 km NE of Iwaki, Japan",earthquake,8.9,6.6,0.097,31,reviewed,us,us
2022-04-14T03:40:07.665Z,33.3251,141.0138,35,4.5,mb,,115,1.027,0.46,us,us7000h220,2022-06-20T22:08:11.040Z,"212 km SSE of Katsuura, Japan",earthquake,7.2,1.9,0.077,49,reviewed,us,us
2022-04-12T16:07:54.334Z,34.5523,140.4059,53.99,4.5,mb,,124,1.515,0.46,us,us7000h1hl,2022-06-20T22:07:58.040Z,"66 km S of Katsuura, Japan",earthquake,1.9,5.9,0.079,50,reviewed,us,us
2022-04-10T09:43:15.488Z,36.1963,141.499,26.45,5,mww,,119,2.677,0.45,us,us7000h126,2022-06-20T22:07:41.040Z,"79 km NE of Hasaki, Japan",earthquake,7,4.3,0.078,16,reviewed,us,us
2022-04-10T08:30:23.879Z,37.3102,141.9595,29.94,4.7,mb,,88,3.101,0.74,us,us7000h122,2022-06-20T22:07:40.040Z,"87 km ESE of Namie, Japan",earthquake,7.5,4.7,0.052,112,reviewed,us,us
2022-04-07T20:29:09.604Z,31.0945,141.7697,10,4.6,mb,,127,2.61,0.85,us,us7000h0ie,2022-06-11T20:21:13.040Z,"Izu Islands, Japan region",earthquake,10.2,1.9,0.052,110,reviewed,us,us
2022-04-07T00:30:35.683Z,34.927,137.4661,10.24,4.6,mb,,61,0.553,0.49,us,us7000h09l,2022-06-11T20:21:08.040Z,"4 km NW of Shinshiro, Japan",earthquake,3.2,4.4,0.067,66,reviewed,us,us
2022-04-05T15:03:54.004Z,37.8085,141.6288,53.59,4.8,mww,,99,3.009,0.56,us,us7000gzu9,2022-06-11T20:21:05.040Z,"66 km ENE of Namie, Japan",earthquake,6.1,5.4,0.098,10,reviewed,us,us
2022-04-04T13:31:44.988Z,35.6783,140.0315,61.7,4.5,mb,,136,1.708,0.43,us,us7000h0pd,2022-06-11T20:21:15.040Z,"4 km ESE of Honch?, Japan",earthquake,9,7.7,0.124,22,reviewed,us,us
2022-04-04T13:29:53.536Z,35.7105,140.0256,53.85,4.8,mb,,89,1.688,0.64,us,us7000gzkp,2022-06-11T20:21:03.040Z,"3 km ENE of Honch?, Japan",earthquake,5.6,5.6,0.038,213,reviewed,us,us
2022-04-04T10:29:03.977Z,37.3748,141.6836,33.83,5.4,mww,,68,2.904,1.1,us,us7000gzjc,2022-06-11T20:21:02.040Z,"61 km ESE of Namie, Japan",earthquake,7.1,3.7,0.06,27,reviewed,us,us
2022-04-02T13:42:24.470Z,36.5987,137.6716,202.8,4.5,mb,,71,0.431,0.81,us,us7000h0dw,2022-06-11T20:21:10.040Z,"20 km WSW of Hakuba, Japan",earthquake,9.1,5.7,0.163,11,reviewed,us,us
2022-04-02T11:16:45.311Z,31.6944,131.7378,43.88,4.8,mb,,95,1.112,0.45,us,us7000gz7b,2022-06-11T20:20:58.040Z,"36 km ENE of Nichinan, Japan",earthquake,2.8,7,0.051,119,reviewed,us,us
2022-04-02T07:27:14.840Z,36.4635,140.6221,54.19,4.6,mb,,124,1.945,0.79,us,us7000gz6g,2022-06-11T20:20:57.040Z,"4 km E of Funaishikawa, Japan",earthquake,7.1,6.6,0.065,70,reviewed,us,us
2022-03-31T11:52:12.907Z,35.57,140.0561,59.52,4.8,mb,,62,1.774,0.93,us,us7000gypa,2022-06-04T20:42:30.040Z,"6 km NNW of Ichihara, Japan",earthquake,6.1,5.2,0.036,244,reviewed,us,us
2022-03-29T15:18:19.260Z,40.1229,141.8406,33.55,4.6,mb,,95,0.891,0.54,us,us7000gy4z,2022-06-04T20:42:19.040Z,"48 km ESE of Ichinohe, Japan",earthquake,5.5,4.5,0.051,118,reviewed,us,us
2022-03-28T16:36:29.339Z,37.7216,141.9224,57.73,4.6,mb,,51,3.135,0.5,us,us7000gxvm,2022-06-04T20:42:14.040Z,"85 km ENE of Namie, Japan",earthquake,6.9,5.6,0.064,77,reviewed,us,us
2022-03-27T13:54:09.556Z,37.8409,141.6481,56.87,4.6,mb,,92,2.979,0.53,us,us7000gxp1,2022-06-04T20:42:10.040Z,"69 km NE of Namie, Japan",earthquake,6.7,5.2,0.036,231,reviewed,us,us
2022-03-26T23:15:31.808Z,42.3727,142.9779,55.41,5,mww,,93,0.381,0.54,us,us7000gxkc,2022-06-04T20:42:07.040Z,"50 km E of Shizunai-furukawach?, Japan",earthquake,6.8,4.2,0.086,13,reviewed,us,us
2022-03-25T23:27:50.039Z,33.5933,141.2056,35,4.6,mb,,71,1.258,0.69,us,us7000gxek,2022-05-28T18:35:40.040Z,"190 km SSE of Katsuura, Japan",earthquake,3.4,1.9,0.075,53,reviewed,us,us
2022-03-25T15:20:08.603Z,37.5801,141.3942,49.25,4.7,mb,,112,2.75,0.82,us,us7000gx88,2022-05-28T18:35:36.040Z,"36 km ENE of Namie, Japan",earthquake,7.9,6.3,0.063,76,reviewed,us,us
2022-03-25T03:08:16.113Z,37.5778,141.3624,40.43,5.2,mww,,88,2.726,0.85,us,us7000gx4k,2022-05-28T18:35:35.040Z,"near the east coast of Honshu, Japan",earthquake,7.3,4.5,0.08,15,reviewed,us,us
2022-03-24T07:03:03.796Z,36.1243,139.2637,119.73,4.5,mb,,119,0.948,0.52,us,us7000gwsk,2022-05-28T18:35:29.040Z,"6 km E of Yorii, Japan",earthquake,7.3,6.6,0.099,30,reviewed,us,us
2022-03-24T04:11:53.802Z,37.8092,141.8194,51.74,4.5,mb,,121,3.033,0.46,us,us7000gwrp,2022-05-28T18:35:29.040Z,"near the east coast of Honshu, Japan",earthquake,7.4,6.1,0.113,23,reviewed,us,us
2022-03-23T11:10:59.970Z,37.7661,141.6441,54.68,4.5,mb,,137,3.004,0.56,us,us6000h6wv,2022-05-28T18:35:26.040Z,"64 km ENE of Namie, Japan",earthquake,5.4,8.5,0.15,13,reviewed,us,us
2022-03-23T00:23:55.674Z,37.4502,137.312,10,4.5,mb,,88,1.151,0.8,us,us6000h6un,2022-05-28T18:35:26.040Z,"53 km NE of Nanao, Japan",earthquake,4.5,1.3,0.065,69,reviewed,us,us
2022-03-20T13:13:18.569Z,37.8437,142.0163,54.77,4.5,mb,,111,3.033,0.79,us,us7000gwyd,2022-05-28T18:35:33.040Z,"89 km SE of Ishinomaki, Japan",earthquake,7.6,7.4,0.103,30,reviewed,us,us
2022-03-20T10:35:02.262Z,39.4923,143.3666,30.49,4.5,mb,,98,2.189,0.46,us,us6000h65z,2022-05-28T18:35:20.040Z,"121 km E of Yamada, Japan",earthquake,7.7,5.7,0.096,32,reviewed,us,us
2022-03-19T23:53:51.111Z,39.4591,143.4224,19.85,4.6,mb,,127,2.243,0.47,us,us6000h63k,2022-05-28T18:35:19.040Z,"126 km E of Yamada, Japan",earthquake,7.3,4.8,0.066,69,reviewed,us,us
2022-03-18T15:57:48.457Z,37.7666,141.7811,51.92,5.1,mb,,56,3.069,0.93,us,us6000h5qm,2022-05-27T14:55:36.040Z,"75 km ENE of Namie, Japan",earthquake,7.1,4.8,0.026,493,reviewed,us,us
2022-03-18T14:25:18.916Z,40.1122,141.977,29.59,5.1,mb,,95,0.97,0.5,us,us6000h5px,2022-05-27T14:55:36.040Z,"51 km N of Miyako, Japan",earthquake,6.1,4.8,0.032,308,reviewed,us,us
2022-03-17T12:30:15.808Z,37.975,142.0485,56.4,4.7,mb,,121,2.912,1,us,us6000h5d7,2022-05-27T14:55:31.040Z,"81 km SE of Ishinomaki, Japan",earthquake,4.3,6.2,0.042,167,reviewed,us,us
2022-03-17T10:43:11.673Z,37.7571,141.7807,48.62,4.7,mb,,95,3.078,0.83,us,us6000h5cf,2022-05-27T14:55:31.040Z,"75 km ENE of Namie, Japan",earthquake,6.1,4.8,0.036,228,reviewed,us,us
2022-03-16T17:28:51.185Z,37.8214,141.8993,53.87,4.5,mb,,117,3.034,0.69,us,usd000h1vm,2022-05-27T14:55:48.040Z,"84 km SE of Ishinomaki, Japan",earthquake,7.4,6.4,0.086,39,reviewed,us,us
2022-03-16T17:17:39.756Z,37.7948,141.8903,57.3,4.6,mb,,126,3.058,0.77,us,usd000h1ve,2022-05-27T14:55:48.040Z,"85 km ENE of Namie, Japan",earthquake,5.1,6.1,0.099,30,reviewed,us,us
2022-03-16T15:52:29.990Z,37.8061,141.8531,55.01,5.5,mb,,21,3.041,1.09,us,us6000h53e,2022-05-27T14:55:29.040Z,"83 km SE of Ishinomaki, Japan",earthquake,6.4,4.5,0.021,761,reviewed,us,us
2022-03-16T14:51:25.720Z,37.9001,142.2507,55.86,4.6,mb,,134,3.028,0.69,us,us6000h6h5,2022-05-27T14:55:41.040Z,"101 km SE of Ishinomaki, Japan",earthquake,6.5,9.1,0.272,4,reviewed,us,us
2022-03-16T14:49:09.810Z,37.7798,141.9317,60.41,5.2,mb,,164,3.22,0.5,us,us6000h6h3,2022-05-27T14:55:41.040Z,"88 km ENE of Namie, Japan",earthquake,5.4,10.4,0.203,8,reviewed,us,us
2022-03-16T14:46:30.074Z,37.8641,141.7954,58.56,5.2,mb,,150,2.975,0.65,us,us6000h6gi,2022-08-06T06:18:42.430Z,"75 km SE of Ishinomaki, Japan",earthquake,4.9,11.5,0.148,15,reviewed,us,us
2022-03-16T14:45:57.757Z,37.8632,141.765,66.74,5,mb,,149,2.972,0.7,us,us6000h6h4,2022-05-27T14:55:41.040Z,"73 km SSE of Ishinomaki, Japan",earthquake,6.6,9.9,0.151,14,reviewed,us,us
2022-03-16T14:43:43.790Z,37.8532,142.1402,49.07,5.3,mb,,115,3.048,0.44,us,us6000h6h6,2022-08-06T06:19:13.662Z,"96 km SE of Ishinomaki, Japan",earthquake,7.6,8.8,0.194,10,reviewed,us,us
2022-03-16T14:36:30.997Z,37.7132,141.5793,41,7.3,mww,,29,2.936,0.88,us,us6000h519,2023-03-10T20:56:20.662Z,"57 km ENE of Namie, Japan",earthquake,6.9,1.9,0.054,33,reviewed,us,us
2022-03-16T14:34:27.453Z,37.6468,141.6735,57.18,6,mwb,,51,2.981,0.67,us,us6000h518,2022-05-27T14:55:29.040Z,"62 km ENE of Namie, Japan",earthquake,7.5,6.4,0.046,46,reviewed,us,us
2022-03-15T17:36:53.853Z,31.7436,141.7554,10,4.5,mb,,101,2.137,1.05,us,us6000h5tt,2022-05-27T14:55:39.040Z,"Izu Islands, Japan region",earthquake,8.7,1.9,0.063,80,reviewed,us,us
2022-03-11T11:13:06.292Z,35.5957,142.6897,10,4.8,mb,,127,3.432,0.61,us,us6000h3ru,2022-05-14T21:52:31.040Z,"168 km E of Hasaki, Japan",earthquake,7.8,1.9,0.034,265,reviewed,us,us
2022-03-07T16:58:49.038Z,37.5263,137.2804,5.84,4.8,mww,,53,1.226,0.59,us,us6000h2s5,2022-05-14T21:52:21.040Z,"59 km NNE of Nanao, Japan",earthquake,2.6,3.5,0.066,22,reviewed,us,us
2022-03-07T10:09:26.024Z,42.1364,144.3851,35,4.8,mb,,56,0.922,0.81,us,us6000h2qh,2022-05-14T21:52:20.040Z,"93 km S of Kushiro, Japan",earthquake,6.3,1.9,0.028,385,reviewed,us,us
