DATOS
0.569444418
0.635416687
0.548611104
0.607638896
0.607638896
0.628472209
0.621527791
0.635416687
0.579861104
0.590277791
0.642361104
0.635416687
0.604166687
0.586805582
0.586805582
0.586805582
0.621527791
0.600694418
0.569444418
0.600694418
0.631944418
0.611111104
0.604166687
0.569444418
0.625
0.625
0.572916687
0.59375
0.607638896
0.538194418
0.597222209
0.586805582
0.489583343
0.555555582
0.600694418
0.548611104
0.59375
0.611111104
0.604166687
0.552083313
0.614583313
0.59375
0.638888896
0.652777791
0.607638896
0.614583313
0.611111104
0.53125
0.607638896
